fdc_id,description,short_description,food_code,wweia_food_category,wweia_food_category_description
2345375,"Green beans, fresh, cooked, no added fat",Green beans,75205021,6412,String beans
2345376,"Green beans, frozen, cooked, no added fat",Green beans,75205022,6412,String beans
2345377,"Green beans, canned, cooked, no added fat",Green beans,75205023,6412,String beans
2345378,"Green beans, NS as to form, cooked",Green beans,75205030,6412,String beans
2345379,"Green beans, fresh, cooked, fat added, NS as to fat type",Green beans,75205031,6412,String beans
2345380,"Green beans, frozen, cooked, fat added, NS as to fat type",Green beans,75205032,6412,String beans
2345381,"Green beans, canned, cooked, fat added, NS as to fat type",Green beans,75205033,6412,String beans
2345382,"Green beans, fresh, cooked with oil",Green beans,75205044,6412,String beans
2345383,"Green beans, fresh, cooked with butter or margarine",Green beans,75205045,6412,String beans
2345384,"Green beans, frozen, cooked with oil",Green beans,75205047,6412,String beans
2345385,"Green beans, frozen, cooked with butter or margarine",Green beans,75205048,6412,String beans
2345386,"Green beans, canned, cooked with oil",Green beans,75205050,6412,String beans
2345387,"Green beans, canned, cooked with butter or margarine",Green beans,75205051,6412,String beans
2345388,"Green beans, canned, reduced sodium, cooked, no added fat",Green beans,75205120,6412,String beans
2345389,"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type",Green beans,75205130,6412,String beans
2345390,"Green beans, canned, reduced sodium, cooked with oil",Green beans,75205131,6412,String beans
2345391,"Green beans, canned, reduced sodium, cooked with butter or margarine",Green beans,75205132,6412,String beans
2345393,"Yellow string beans, cooked",Yellow string beans,75206020,6412,String beans
2345293,"Cabbage, green, raw",Cabbage,75103000,6413,Cabbage
2345294,"Cabbage, Chinese, raw",Cabbage,75104000,6413,Cabbage
2345295,"Cabbage, red, raw",Cabbage,75105000,6413,Cabbage
2345410,"Cabbage, Chinese, cooked, no added fat",Cabbage,75210010,6413,Cabbage
2345411,"Cabbage, Chinese, cooked, fat added",Cabbage,75210020,6413,Cabbage
2345412,"Cabbage, green, cooked, no added fat",Cabbage,75211020,6413,Cabbage
2345413,"Cabbage, green, cooked, fat added, NS as to fat type",Cabbage,75211030,6413,Cabbage
2345414,"Cabbage, green, cooked with oil",Cabbage,75211031,6413,Cabbage
2345415,"Cabbage, green, cooked with butter or margarine",Cabbage,75211032,6413,Cabbage
2345416,"Cabbage, red, cooked",Cabbage,75212020,6413,Cabbage
2345417,"Cabbage, savoy, cooked",Cabbage,75213020,6413,Cabbage
2345303,"Corn, raw",Corn,75109600,6416,Corn
2345432,"Corn, cooked, from restaurant",Corn,75215990,6416,Corn
2345433,"Corn, fresh, cooked, no added fat",Corn,75216111,6416,Corn
2345434,"Corn, frozen, cooked, no added fat",Corn,75216112,6416,Corn
2345435,"Corn, canned, cooked, no added fat",Corn,75216113,6416,Corn
2345436,"Corn, NS as to form, cooked",Corn,75216120,6416,Corn
2345437,"Corn, fresh, cooked, fat added, NS as to fat type",Corn,75216121,6416,Corn
2345438,"Corn, frozen, cooked, fat added, NS as to fat type",Corn,75216122,6416,Corn
2345439,"Corn, canned, cooked, fat added, NS as to fat type",Corn,75216123,6416,Corn
2345440,"Corn, fresh, cooked with oil",Corn,75216134,6416,Corn
2345441,"Corn, fresh, cooked with butter or margarine",Corn,75216135,6416,Corn
2345442,"Corn, frozen, cooked with oil",Corn,75216137,6416,Corn
2345443,"Corn, frozen, cooked with butter or margarine",Corn,75216138,6416,Corn
2345444,"Corn, canned, cooked with oil",Corn,75216141,6416,Corn
2345445,"Corn, canned, cooked with butter or margarine",Corn,75216142,6416,Corn
2345446,"Corn, creamed",Corn,75216153,6416,Corn
2345447,"Corn, canned, reduced sodium, cooked, no added fat",Corn,75216310,6416,Corn
2345448,"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type",Corn,75216320,6416,Corn
2345449,"Corn, canned, reduced sodium, cooked with oil",Corn,75216321,6416,Corn
2345450,"Corn, canned, reduced sodium, cooked with butter or margarine",Corn,75216322,6416,Corn
2345314,"Onions, green, raw",Onions,75117010,6414,Onions
2345315,"Onions, raw",Onions,75117020,6414,Onions
2345458,"Leek, cooked",Leek,75218400,6414,Onions
2345473,"Onions, cooked, no added fat",Onions,75221011,6414,Onions
2345474,"Onions, cooked, fat added",Onions,75221021,6414,Onions
2345475,"Onions, pearl, cooked",Onions,75221030,6414,Onions
2345476,"Onions, green, cooked",Onions,75221061,6414,Onions
2345665,"Baby Toddler vegetable, NFS",Baby Toddler vegetable,76000000,9006,Baby food: vegetable
2345666,"Baby Toddler carrots, Stage 1",Baby Toddler carrots,76201010,9006,Baby food: vegetable
2345667,"Baby Toddler carrots, Stage 2",Baby Toddler carrots,76201040,9006,Baby food: vegetable
2345668,"Baby Toddler squash, Stage 1",Baby Toddler squash,76205010,9006,Baby food: vegetable
2345669,"Baby Toddler squash, Stage 2",Baby Toddler squash,76205040,9006,Baby food: vegetable
2345670,"Baby Toddler sweet potatoes, Stage 1",Baby Toddler sweet potatoes,76209010,9006,Baby food: vegetable
2345671,"Baby Toddler sweet potatoes, Stage 2",Baby Toddler sweet potatoes,76209040,9006,Baby food: vegetable
2345672,"Baby Toddler green beans, Stage 1",Baby Toddler green beans,76401010,9006,Baby food: vegetable
2345673,"Baby Toddler green beans, Stage 2",Baby Toddler green beans,76401040,9006,Baby food: vegetable
2345674,Baby Toddler beets,Baby Toddler beets,76403010,9006,Baby food: vegetable
2345675,"Baby Toddler multiple vegetables, Stage 2",Baby Toddler multiple vegetables,76407010,9006,Baby food: vegetable
2345676,"Baby Toddler multiple vegetables, Stage 3",Baby Toddler multiple vegetables,76407020,9006,Baby food: vegetable
2345679,"Baby Toddler peas, Stage 1",Baby Toddler peas,76409010,9006,Baby food: vegetable
2345680,"Baby Toddler peas, Stage 2",Baby Toddler peas,76409040,9006,Baby food: vegetable
2345707,"Margarine, NFS",Margarine,81102000,8004,Margarine
2345708,"Margarine, stick",Margarine,81102010,8004,Margarine
2345709,"Margarine, tub",Margarine,81102020,8004,Margarine
2345710,"Margarine-oil blend, NFS",Margarine-oil blend,81103035,8004,Margarine
2345711,"Margarine-oil blend, stick",Margarine-oil blend,81103040,8004,Margarine
2345712,"Margarine-oil blend, tub",Margarine-oil blend,81103080,8004,Margarine
2345713,"Butter replacement, liquid",Butter replacement,81103090,8004,Margarine
2345714,"Margarine-oil blend, tub, light",Margarine-oil blend,81104010,8004,Margarine
2345715,"Margarine-oil blend, stick, light",Margarine-oil blend,81104020,8004,Margarine
2345720,"Butter replacement, powder",Butter replacement,81106010,8004,Margarine
2345721,"Oil or table fat, NFS",Oil or table fat,81200100,8004,Margarine
2345724,"Shortening, NS as to vegetable or animal",Shortening,81203000,8004,Margarine
2345729,Sandwich spread,Sandwich spread,81302040,8010,Mayonnaise
2345730,Tartar sauce,Tartar sauce,81302050,8010,Mayonnaise
2345753,"Salad dressing, NFS, for sandwiches",Salad dressing,83100200,8010,Mayonnaise
2345761,"Mayonnaise, regular",Mayonnaise,83107000,8010,Mayonnaise
2345762,Vegan mayonnaise,Vegan mayonnaise,83108000,8010,Mayonnaise
2345764,Mayonnaise-type salad dressing,Mayonnaise-type salad dressing,83110000,8010,Mayonnaise
2345778,"Mayonnaise, light",Mayonnaise,83204000,8010,Mayonnaise
2345779,"Mayonnaise, reduced fat,  with olive oil",Mayonnaise,83204030,8010,Mayonnaise
2345780,"Mayonnaise-type salad dressing, light",Mayonnaise-type salad dressing,83204050,8010,Mayonnaise
2345794,"Mayonnaise, fat free",Mayonnaise,83300700,8010,Mayonnaise
2345737,"Vegetable oil, NFS",Vegetable oil,82101000,8012,Salad dressings and vegetable oils
2345738,Almond oil,Almond oil,82101300,8012,Salad dressings and vegetable oils
2345739,Coconut oil,Coconut oil,82101500,8012,Salad dressings and vegetable oils
2345740,Corn oil,Corn oil,82102000,8012,Salad dressings and vegetable oils
2345741,Cottonseed oil,Cottonseed oil,82103000,8012,Salad dressings and vegetable oils
2345742,Flaxseed oil,Flaxseed oil,82103500,8012,Salad dressings and vegetable oils
2345743,Olive oil,Olive oil,82104000,8012,Salad dressings and vegetable oils
2345744,Peanut oil,Peanut oil,82105000,8012,Salad dressings and vegetable oils
2345745,Canola oil,Canola oil,82105500,8012,Salad dressings and vegetable oils
2345746,Safflower oil,Safflower oil,82106000,8012,Salad dressings and vegetable oils
2345747,Sesame oil,Sesame oil,82107000,8012,Salad dressings and vegetable oils
2345748,Soybean oil,Soybean oil,82108000,8012,Salad dressings and vegetable oils
2345749,Sunflower oil,Sunflower oil,82108500,8012,Salad dressings and vegetable oils
2345750,Walnut oil,Walnut oil,82108700,8012,Salad dressings and vegetable oils
2345751,Wheat germ oil,Wheat germ oil,82109000,8012,Salad dressings and vegetable oils
2345752,"Salad dressing, NFS, for salads",Salad dressing,83100100,8012,Salad dressings and vegetable oils
2345754,Blue or roquefort cheese dressing,Blue or roquefort cheese dressing,83101000,8012,Salad dressings and vegetable oils
2345755,Bacon and tomato dressing,Bacon and tomato dressing,83101600,8012,Salad dressings and vegetable oils
2345756,Caesar dressing,Caesar dressing,83102000,8012,Salad dressings and vegetable oils
2345757,Coleslaw dressing,Coleslaw dressing,83103000,8012,Salad dressings and vegetable oils
2345758,French or Catalina dressing,French or Catalina dressing,83104000,8012,Salad dressings and vegetable oils
2345759,Honey mustard dressing,Honey mustard dressing,83105500,8012,Salad dressings and vegetable oils
2345760,"Italian dressing, made with vinegar and oil",Italian dressing,83106000,8012,Salad dressings and vegetable oils
2345763,Russian dressing,Russian dressing,83109000,8012,Salad dressings and vegetable oils
2345765,Avocado dressing,Avocado dressing,83112000,8012,Salad dressings and vegetable oils
2345766,Creamy Italian dressing,Creamy Italian dressing,83112400,8012,Salad dressings and vegetable oils
2345767,Poppy seed dressing,Poppy seed dressing,83112950,8012,Salad dressings and vegetable oils
2345768,Sesame dressing,Sesame dressing,83112990,8012,Salad dressings and vegetable oils
2345769,Ranch dressing,Ranch dressing,83113500,8012,Salad dressings and vegetable oils
2345770,Thousand Island dressing,Thousand Island dressing,83114000,8012,Salad dressings and vegetable oils
2345771,Yogurt dressing,Yogurt dressing,83115000,8012,Salad dressings and vegetable oils
2345772,"Salad dressing, light, NFS",Salad dressing,83200100,8012,Salad dressings and vegetable oils
2345773,"Blue or roquefort cheese dressing, light",Blue or roquefort cheese dressing,83201000,8012,Salad dressings and vegetable oils
2345774,"Coleslaw dressing, light",Coleslaw dressing,83201400,8012,Salad dressings and vegetable oils
2345775,"Creamy Italian dressing, light",Creamy Italian dressing,83201500,8012,Salad dressings and vegetable oils
2345776,"French or Catalina dressing, light",French or Catalina dressing,83202020,8012,Salad dressings and vegetable oils
2345777,"Caesar dressing, light",Caesar dressing,83203000,8012,Salad dressings and vegetable oils
2345781,"Honey mustard dressing, light",Honey mustard dressing,83204500,8012,Salad dressings and vegetable oils
2345782,"Italian dressing, light",Italian dressing,83205450,8012,Salad dressings and vegetable oils
2345783,"Ranch dressing, light",Ranch dressing,83205560,8012,Salad dressings and vegetable oils
2345784,"Russian dressing, light",Russian dressing,83206000,8012,Salad dressings and vegetable oils
2345785,"Sesame dressing, light",Sesame dressing,83206500,8012,Salad dressings and vegetable oils
2345786,"Thousand Island dressing, light",Thousand Island dressing,83207000,8012,Salad dressings and vegetable oils
2345787,Korean dressing or marinade,Korean dressing or marinade,83208500,8012,Salad dressings and vegetable oils
2345788,"Blue or roquefort cheese dressing, fat free",Blue or roquefort cheese dressing,83300100,8012,Salad dressings and vegetable oils
2345789,"Caesar dressing, fat free",Caesar dressing,83300200,8012,Salad dressings and vegetable oils
2345790,"Creamy Italian dressing, fat free",Creamy Italian dressing,83300250,8012,Salad dressings and vegetable oils
2345791,"French or Catalina dressing, fat free",French or Catalina dressing,83300400,8012,Salad dressings and vegetable oils
2345792,"Honey mustard dressing, fat free",Honey mustard dressing,83300500,8012,Salad dressings and vegetable oils
2345793,"Italian dressing, fat free",Italian dressing,83300600,8012,Salad dressings and vegetable oils
2345795,"Ranch dressing, fat free",Ranch dressing,83300750,8012,Salad dressings and vegetable oils
2345796,"Russian dressing, fat free",Russian dressing,83300800,8012,Salad dressings and vegetable oils
2345797,"Salad dressing, fat free, NFS",Salad dressing,83300900,8012,Salad dressings and vegetable oils
2345798,"Thousand Island dressing, fat free",Thousand Island dressing,83301000,8012,Salad dressings and vegetable oils
2345808,"Avocado, for use on a sandwich",Avocado,89902000,6489,Vegetables on a sandwich
2345809,"Cucumber, for use on a sandwich",Cucumber,89902010,6489,Vegetables on a sandwich
2345810,"Lettuce, for use on a sandwich",Lettuce,89902020,6489,Vegetables on a sandwich
2345811,"Mushrooms, for use on a sandwich",Mushrooms,89902030,6489,Vegetables on a sandwich
2345812,"Onions, for use on a sandwich",Onions,89902040,6489,Vegetables on a sandwich
2345813,"Pepper, for use on a sandwich",Pepper,89902050,6489,Vegetables on a sandwich
2345814,"Spinach, for use on a sandwich",Spinach,89902060,6489,Vegetables on a sandwich
2345815,"Tomatoes, for use on a sandwich",Tomatoes,89902070,6489,Vegetables on a sandwich
2345817,"Sugar, NFS",Sugar,91101000,8802,Sugars and honey
2345818,"Sugar, white, granulated or lump",Sugar,91101010,8802,Sugars and honey
2345819,"Sugar, white, confectioner's, powdered",Sugar,91101020,8802,Sugars and honey
2345820,"Sugar, brown",Sugar,91102010,8802,Sugars and honey
2345821,"Sugar, cinnamon",Sugar,91104100,8802,Sugars and honey
2345841,Honey,Honey,91302010,8802,Sugars and honey
2345842,Agave liquid sweetener,Agave liquid sweetener,91302020,8802,Sugars and honey
2345843,Molasses,Molasses,91303000,8802,Sugars and honey
2345822,Sugar substitute and sugar blend,Sugar substitute and sugar blend,91106010,8804,Sugar substitutes
2345823,"Sugar substitute, sucralose, powder",Sugar substitute,91107000,8804,Sugar substitutes
2345824,"Sugar substitute, stevia, powder",Sugar substitute,91108000,8804,Sugar substitutes
2345825,"Sugar substitute, stevia, liquid",Sugar substitute,91108010,8804,Sugar substitutes
2345826,"Sugar substitute, monk fruit, powder",Sugar substitute,91108020,8804,Sugar substitutes
2345827,"Sugar substitute, powder, NFS",Sugar substitute,91200000,8804,Sugar substitutes
2345828,"Sugar substitute, liquid, NFS",Sugar substitute,91200005,8804,Sugar substitutes
2345829,"Sugar substitute, saccharin, powder",Sugar substitute,91200040,8804,Sugar substitutes
2345830,"Sugar substitute, saccharin, liquid",Sugar substitute,91200110,8804,Sugar substitutes
2345831,"Sugar substitute, aspartame, powder",Sugar substitute,91201010,8804,Sugar substitutes
2345885,"Candy, NFS",Candy,91700010,5704,Candy not containing chocolate
2345894,"Candy, sprinkles",Candy,91705250,5704,Candy not containing chocolate
2345899,White chocolate candy,White chocolate candy,91705400,5704,Candy not containing chocolate
2345910,"Candy, non chocolate, other, NFS",Candy,91706020,5704,Candy not containing chocolate
2345911,"Ladoo, round ball",Ladoo,91718300,5704,Candy not containing chocolate
2345912,"Candy, licorice",Candy,91721000,5704,Candy not containing chocolate
2345913,"Candy, marshmallow",Candy,91723000,5704,Candy not containing chocolate
2345914,"Candy, caramel",Candy,91723030,5704,Candy not containing chocolate
2345915,"Candy, nougat with nuts",Candy,91728000,5704,Candy not containing chocolate
2345917,"Candy, peanut brittle",Candy,91733000,5704,Candy not containing chocolate
2345918,"Candy, mint",Candy,91745000,5704,Candy not containing chocolate
2345919,"Candy, gummy",Candy,91745010,5704,Candy not containing chocolate
2345920,"Candy, hard",Candy,91745025,5704,Candy not containing chocolate
2345921,"Candy, lollipop",Candy,91745030,5704,Candy not containing chocolate
2345922,Cough drops,Cough drops,91745035,5704,Candy not containing chocolate
2345923,"Candy, cotton",Candy,91745050,5704,Candy not containing chocolate
2345924,"Candy, fruit flavored pieces",Candy,91745110,5704,Candy not containing chocolate
2345927,"Candy, fruit snacks",Candy,91746300,5704,Candy not containing chocolate
2345928,"Candy, fruit leather",Candy,91746350,5704,Candy not containing chocolate
2345929,"Candy, taffy",Candy,91750000,5704,Candy not containing chocolate
2345930,"Candy, non chocolate, sugar free",Candy,91770060,5704,Candy not containing chocolate
2345931,Chewing gum,Chewing gum,91801000,5704,Candy not containing chocolate
2345932,"Chewing gum, sugar free",Chewing gum,91802000,5704,Candy not containing chocolate
2345886,"Almonds, chocolate covered candy",Almonds,91701010,5702,Candy containing chocolate
2345887,"Chocolate candy, other, NFS",Chocolate candy,91705005,5702,Candy containing chocolate
2345888,Chocolate candy,Chocolate candy,91705010,5702,Candy containing chocolate
2345889,"Chocolate candy with nuts, other, NFS",Chocolate candy with nuts,91705012,5702,Candy containing chocolate
2345890,Chocolate candy with nuts,Chocolate candy with nuts,91705015,5702,Candy containing chocolate
2345891,Chocolate candy with cereal,Chocolate candy with cereal,91705020,5702,Candy containing chocolate
2345892,"Chocolate candy, cookie filled",Chocolate candy,91705080,5702,Candy containing chocolate
2345893,Chocolate chips,Chocolate chips,91705200,5702,Candy containing chocolate
2345895,"Dark chocolate candy, other, NFS",Dark chocolate candy,91705290,5702,Candy containing chocolate
2345896,Dark chocolate candy,Dark chocolate candy,91705300,5702,Candy containing chocolate
2345897,"Dark chocolate candy with nuts, other, NFS",Dark chocolate candy with nuts,91705312,5702,Candy containing chocolate
2345898,Dark chocolate candy with nuts,Dark chocolate candy with nuts,91705315,5702,Candy containing chocolate
2345900,"Chocolate candy, fudge",Chocolate candy,91705440,5702,Candy containing chocolate
2345901,"Chocolate candy, caramel filled",Chocolate candy,91705450,5702,Candy containing chocolate
2345902,"Chocolate candy, caramel filled with nuts",Chocolate candy,91705460,5702,Candy containing chocolate
2345903,"Chocolate candy, coconut filled",Chocolate candy,91705470,5702,Candy containing chocolate
2345904,"Chocolate candy, cream filled",Chocolate candy,91705480,5702,Candy containing chocolate
2345905,"Chocolate candy, nougat filled",Chocolate candy,91705510,5702,Candy containing chocolate
2345906,"Chocolate candy, nougat filled with nuts",Chocolate candy,91705520,5702,Candy containing chocolate
2345907,"Chocolate candy, peanut butter filled",Chocolate candy,91705530,5702,Candy containing chocolate
2345908,Chocolate candy with dried fruit,Chocolate candy with dried fruit,91705550,5702,Candy containing chocolate
2345909,"Chocolate candy, sugar free",Chocolate candy,91706010,5702,Candy containing chocolate
2345916,"Peanuts, chocolate covered candy",Peanuts,91731000,5702,Candy containing chocolate
2345925,"Chocolate candy, candy shell",Chocolate candy,91746100,5702,Candy containing chocolate
2345926,"Chocolate candy, candy shell with nuts",Chocolate candy,91746110,5702,Candy containing chocolate
2345933,"Coffee, NS as to type",Coffee,92100000,7302,Coffee
2345934,"Coffee, NS as to brewed or instant",Coffee,92100500,7302,Coffee
2345935,"Coffee, brewed",Coffee,92101000,7302,Coffee
2345936,"Coffee, brewed, blend of regular and decaffeinated",Coffee,92101500,7302,Coffee
2345937,"Coffee, Turkish",Coffee,92101600,7302,Coffee
2345938,"Coffee, espresso",Coffee,92101610,7302,Coffee
2345939,"Coffee, espresso, decaffeinated",Coffee,92101630,7302,Coffee
2345940,"Coffee, brewed, flavored",Coffee,92101700,7302,Coffee
2345941,"Coffee, Cuban",Coffee,92101800,7302,Coffee
2345942,"Coffee, macchiato",Coffee,92101810,7302,Coffee
2345943,"Coffee, macchiato, sweetened",Coffee,92101820,7302,Coffee
2345944,"Coffee, cafe con leche",Coffee,92101850,7302,Coffee
2345945,"Coffee, cafe con leche, decaffeinated",Coffee,92101851,7302,Coffee
2345946,"Coffee, Latte",Coffee,92101900,7302,Coffee
2345947,"Coffee, Latte, nonfat",Coffee,92101901,7302,Coffee
2345948,"Coffee, Latte, with non-dairy milk",Coffee,92101903,7302,Coffee
2345949,"Coffee, Latte, flavored",Coffee,92101904,7302,Coffee
2345950,"Coffee, Latte, nonfat, flavored",Coffee,92101905,7302,Coffee
2345951,"Coffee, Latte, with non-dairy milk, flavored",Coffee,92101906,7302,Coffee
2345952,"Coffee, Latte, decaffeinated",Coffee,92101910,7302,Coffee
2345953,"Coffee, Latte, decaffeinated, nonfat",Coffee,92101911,7302,Coffee
2345954,"Coffee, Latte, decaffeinated, with non-dairy milk",Coffee,92101913,7302,Coffee
2345955,"Coffee, Latte, decaffeinated, flavored",Coffee,92101917,7302,Coffee
2345956,"Coffee, Latte, decaffeinated, nonfat, flavored",Coffee,92101918,7302,Coffee
2345957,"Coffee, Latte, decaffeinated, with non-dairy milk, flavored",Coffee,92101919,7302,Coffee
2345958,Frozen coffee drink,Frozen coffee drink,92101920,7302,Coffee
2345959,"Frozen coffee drink, nonfat",Frozen coffee drink,92101921,7302,Coffee
2345960,"Frozen coffee drink, with non-dairy milk",Frozen coffee drink,92101923,7302,Coffee
2345961,"Frozen coffee drink, with whipped cream",Frozen coffee drink,92101925,7302,Coffee
2345962,"Frozen coffee drink, nonfat, with whipped cream",Frozen coffee drink,92101926,7302,Coffee
2345963,"Frozen coffee drink, with non-dairy milk and whipped cream",Frozen coffee drink,92101928,7302,Coffee
2345964,"Frozen coffee drink, decaffeinated",Frozen coffee drink,92101930,7302,Coffee
2345965,"Frozen coffee drink, decaffeinated, nonfat",Frozen coffee drink,92101931,7302,Coffee
2345966,"Frozen coffee drink, decaffeinated, with non-dairy milk",Frozen coffee drink,92101933,7302,Coffee
2345967,"Frozen coffee drink, decaffeinated, with whipped cream",Frozen coffee drink,92101935,7302,Coffee
2345968,"Frozen coffee drink, decaffeinated, nonfat, with whipped cream",Frozen coffee drink,92101936,7302,Coffee
2345969,"Frozen coffee drink, decaffeinated, with non-dairy milk and whipped cream",Frozen coffee drink,92101938,7302,Coffee
2345970,"Coffee, Cafe Mocha",Coffee,92101950,7302,Coffee
2345971,"Coffee, Cafe Mocha, nonfat",Coffee,92101955,7302,Coffee
2345972,"Coffee, Cafe Mocha, with non-dairy milk",Coffee,92101960,7302,Coffee
2345973,"Coffee, Cafe Mocha, decaffeinated",Coffee,92101965,7302,Coffee
2345974,"Coffee, Cafe Mocha, decaffeinated, nonfat",Coffee,92101970,7302,Coffee
2345975,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",Coffee,92101975,7302,Coffee
2345976,Frozen mocha coffee drink,Frozen mocha coffee drink,92102000,7302,Coffee
2345977,"Frozen mocha coffee drink, nonfat",Frozen mocha coffee drink,92102010,7302,Coffee
2345978,"Frozen mocha coffee drink, with non-dairy milk",Frozen mocha coffee drink,92102020,7302,Coffee
2345979,"Frozen mocha coffee drink, with whipped cream",Frozen mocha coffee drink,92102030,7302,Coffee
2345980,"Frozen mocha coffee drink, nonfat, with whipped cream",Frozen mocha coffee drink,92102040,7302,Coffee
2345981,"Frozen mocha coffee drink, with non-dairy milk and whipped cream",Frozen mocha coffee drink,92102050,7302,Coffee
2345982,"Frozen mocha coffee drink, decaffeinated",Frozen mocha coffee drink,92102060,7302,Coffee
2345983,"Frozen mocha coffee drink, decaffeinated, nonfat",Frozen mocha coffee drink,92102070,7302,Coffee
2345984,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk",Frozen mocha coffee drink,92102080,7302,Coffee
2345985,"Frozen mocha coffee drink, decaffeinated, with whipped cream",Frozen mocha coffee drink,92102090,7302,Coffee
2345986,"Frozen mocha coffee drink, decaffeinated, nonfat, with whipped cream",Frozen mocha coffee drink,92102100,7302,Coffee
2345987,"Frozen mocha coffee drink, decaffeinated, with non-dairy milk and whipped cream",Frozen mocha coffee drink,92102110,7302,Coffee
2345988,"Iced Coffee, brewed",Iced Coffee,92102400,7302,Coffee
2345989,"Iced Coffee, brewed, decaffeinated",Iced Coffee,92102401,7302,Coffee
2345990,"Iced Coffee, pre-lightened and pre-sweetened",Iced Coffee,92102450,7302,Coffee
2345991,"Coffee, Iced Latte",Coffee,92102500,7302,Coffee
2345992,"Coffee, Iced Latte, nonfat",Coffee,92102501,7302,Coffee
2345993,"Coffee, Iced Latte, with non-dairy milk",Coffee,92102502,7302,Coffee
2345994,"Coffee, Iced Latte, flavored",Coffee,92102503,7302,Coffee
2345995,"Coffee, Iced Latte, nonfat, flavored",Coffee,92102504,7302,Coffee
2345996,"Coffee, Iced Latte, with non-dairy milk, flavored",Coffee,92102505,7302,Coffee
2345997,"Coffee, Iced Latte, decaffeinated",Coffee,92102510,7302,Coffee
2345998,"Coffee, Iced Latte, decaffeinated, nonfat",Coffee,92102511,7302,Coffee
2345999,"Coffee, Iced Latte, decaffeinated, with non-dairy milk",Coffee,92102512,7302,Coffee
2346000,"Coffee, Iced Latte, decaffeinated, flavored",Coffee,92102513,7302,Coffee
2346001,"Coffee, Iced Latte, decaffeinated, nonfat, flavored",Coffee,92102514,7302,Coffee
2346002,"Coffee, Iced Latte, decaffeinated, with non-dairy milk, flavored",Coffee,92102515,7302,Coffee
2346003,"Coffee, Iced Cafe Mocha",Coffee,92102600,7302,Coffee
2346004,"Coffee, Iced Cafe Mocha, nonfat",Coffee,92102601,7302,Coffee
2346005,"Coffee, Iced Cafe Mocha, with non-dairy milk",Coffee,92102602,7302,Coffee
2346006,"Coffee, Iced Cafe Mocha, decaffeinated",Coffee,92102610,7302,Coffee
2346007,"Coffee, Iced Cafe Mocha, decaffeinated, nonfat",Coffee,92102611,7302,Coffee
2346008,"Coffee, Iced Cafe Mocha, decaffeinated, with non-dairy milk",Coffee,92102612,7302,Coffee
2346009,"Coffee, instant, reconstituted",Coffee,92103000,7302,Coffee
2346010,"Coffee, instant, 50% less caffeine, reconstituted",Coffee,92104000,7302,Coffee
2346011,"Coffee, NS as to brewed or instant, decaffeinated",Coffee,92111000,7302,Coffee
2346012,"Coffee, brewed, decaffeinated",Coffee,92111010,7302,Coffee
2346013,"Coffee, instant, decaffeinated, reconstituted",Coffee,92114000,7302,Coffee
2346014,"Coffee, instant, pre-lightened and pre-sweetened with sugar, reconstituted",Coffee,92121000,7302,Coffee
2346015,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with sugar, reconsitituted",Coffee,92121001,7302,Coffee
2346016,"Coffee, instant, pre-sweetened with sugar, reconstituted",Coffee,92121010,7302,Coffee
2346017,"Coffee, mocha, instant, pre-lightened and pre-sweetened with sugar, reconstituted",Coffee,92121020,7302,Coffee
2346018,"Coffee, mocha, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Coffee,92121030,7302,Coffee
2346019,"Coffee, instant, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Coffee,92121040,7302,Coffee
2346020,"Coffee, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Coffee,92121041,7302,Coffee
2346021,"Coffee, mocha, instant, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener, reconstituted",Coffee,92121050,7302,Coffee
2346022,"Coffee, pre-lightened and pre-sweetened with sugar",Coffee,92130000,7302,Coffee
2346023,"Coffee, decaffeinated, pre-lightened and pre-sweetened with sugar",Coffee,92130001,7302,Coffee
2346024,"Coffee, pre-lightened and pre-sweetened with low calorie sweetener",Coffee,92130005,7302,Coffee
2346025,"Coffee, decaffeinated, pre-lightened and pre-sweetened with low calorie sweetener",Coffee,92130006,7302,Coffee
2346026,"Coffee, pre-lightened",Coffee,92130010,7302,Coffee
2346027,"Coffee, decaffeinated, pre-lightened",Coffee,92130011,7302,Coffee
2346028,"Coffee, pre-sweetened with sugar",Coffee,92130020,7302,Coffee
2346029,"Coffee, decaffeinated, pre-sweetened with sugar",Coffee,92130021,7302,Coffee
2346030,"Coffee, pre-sweetened with low calorie sweetener",Coffee,92130030,7302,Coffee
2346031,"Coffee, decaffeinated, pre-sweetened with low calorie sweetener",Coffee,92130031,7302,Coffee
2346032,"Coffee and chicory, brewed",Coffee and chicory,92152000,7302,Coffee
2346033,"Coffee and chicory, brewed, decaffeinated",Coffee and chicory,92152010,7302,Coffee
2346034,"Coffee, Cappuccino",Coffee,92161000,7302,Coffee
2346035,"Coffee, Cappuccino, nonfat",Coffee,92161001,7302,Coffee
